POP,MUTPB,CXPB,Test Run,Tests,Passed,Invalid,Failed,P(fail),Frechet,Spars.,TTF
75,0.9,0.8,10,176,132,43,1,0.0057,nan,nan,176
75,0.9,0.9,1,180,129,51,0,0.0,nan,nan,nan
75,0.9,0.9,2,187,125,54,8,0.0428,56.83,22.593,42
75,0.9,0.9,3,183,131,49,3,0.0164,69.23,13.954,25
75,0.9,0.9,4,180,126,48,6,0.0333,19.31,5.981,11
75,0.9,0.9,5,182,124,57,1,0.0055,nan,nan,50
75,0.9,0.9,6,207,130,75,2,0.0097,40.88,22.604,107
75,0.9,0.9,7,200,130,69,1,0.005,nan,nan,145
75,0.9,0.9,8,184,131,51,2,0.0109,71.0,15.227,10
75,0.9,0.9,9,180,131,49,0,0.0,nan,nan,nan
75,0.9,0.9,10,179,134,45,0,0.0,nan,nan,nan
75,0.9,0.95,1,182,126,52,4,0.022,1.0,1.813,31
75,0.9,0.95,2,202,117,64,21,0.104,42.4,17.221,9
75,0.9,0.95,3,185,126,58,1,0.0054,nan,nan,25
75,0.9,0.95,4,201,124,64,13,0.0647,1.52,10.128,27
75,0.9,0.95,5,183,127,54,2,0.0109,1.5,1.503,156
75,0.9,0.95,6,184,132,51,1,0.0054,nan,nan,63
75,0.9,0.95,7,183,130,52,1,0.0055,nan,nan,137
75,0.9,0.95,8,198,132,63,3,0.0152,0.85,2.221,96
75,0.9,0.95,9,190,133,57,0,0.0,nan,nan,nan
75,0.9,0.95,10,183,129,41,13,0.071,66.72,22.212,5
75,0.95,0.7,1,187,130,56,1,0.0053,nan,nan,99
75,0.95,0.7,2,174,123,46,5,0.0287,77.25,23.292,92
75,0.95,0.7,3,182,126,49,7,0.0385,71.92,27.765,36
75,0.95,0.7,4,185,126,58,1,0.0054,nan,nan,153
75,0.95,0.7,5,181,124,56,1,0.0055,nan,nan,166
75,0.95,0.7,6,169,127,40,2,0.0118,1.93,5.17,116
75,0.95,0.7,7,199,144,55,0,0.0,nan,nan,nan
75,0.95,0.7,8,179,117,49,13,0.0726,36.68,17.663,21
75,0.95,0.7,9,187,125,59,3,0.016,35.25,7.439,110
75,0.95,0.7,10,175,127,47,1,0.0057,nan,nan,54
75,0.95,0.8,1,188,130,57,1,0.0053,nan,nan,171
75,0.95,0.8,2,191,132,59,0,0.0,nan,nan,nan
75,0.95,0.8,3,201,131,54,16,0.0796,2.38,7.426,35
75,0.95,0.8,4,206,137,64,5,0.0243,24.82,9.386,83
75,0.95,0.8,5,189,129,57,3,0.0159,1.49,3.351,94
75,0.95,0.8,6,186,136,50,0,0.0,nan,nan,nan
75,0.95,0.8,7,183,132,49,2,0.0109,2.05,2.201,95
75,0.95,0.8,8,194,124,67,3,0.0155,26.52,4.223,122
75,0.95,0.8,9,184,133,51,0,0.0,nan,nan,nan
75,0.95,0.8,10,177,136,40,1,0.0056,nan,nan,153
75,0.95,0.9,1,188,141,47,0,0.0,nan,nan,nan
75,0.95,0.9,2,195,127,65,3,0.0154,85.78,20.253,80
75,0.95,0.9,3,173,127,44,2,0.0116,148.0,21.246,160
75,0.95,0.9,4,175,126,47,2,0.0114,1.88,5.903,76
75,0.95,0.9,5,194,118,67,9,0.0464,28.15,19.75,8
75,0.95,0.9,6,196,132,62,2,0.0102,1.99,0.398,135
75,0.95,0.9,7,192,137,54,1,0.0052,nan,nan,45
75,0.95,0.9,8,183,131,49,3,0.0164,1.75,0.206,84
75,0.95,0.9,9,204,133,70,1,0.0049,nan,nan,180
75,0.95,0.9,10,181,129,49,3,0.0166,1.3,5.605,24
75,0.95,0.95,1,195,127,65,3,0.0154,61.41,12.985,99
75,0.95,0.95,2,187,123,63,1,0.0053,nan,nan,175
75,0.95,0.95,3,189,134,55,0,0.0,nan,nan,nan
75,0.95,0.95,4,169,127,42,0,0.0,nan,nan,nan
75,0.95,0.95,5,179,128,50,1,0.0056,nan,nan,148
75,0.95,0.95,6,183,134,47,2,0.0109,49.0,21.33,164
75,0.95,0.95,7,176,136,40,0,0.0,nan,nan,nan
75,0.95,0.95,8,190,133,54,3,0.0158,37.13,17.842,68
75,0.95,0.95,9,198,134,64,0,0.0,nan,nan,nan
75,0.95,0.95,10,195,135,58,2,0.0103,1.61,1.374,84
